transaction_date,symbol,trade_type,number_shares,price,cash_after_trade,headline,pred_impact,impact_score
2015-08-26,MDT,0,1,55.95,51720.44999999987,"['Gilead Sciences Option Alert: Aug 9 $67.5 Calls Sweep (2) near the Ask: 700 @ $0.401 vs 536 OI; Ref=$65.71'
 'Gilead Sciences shares are trading lower despite better-than-expected Q2 results and raised guidance.'
 'Credit Suisse Maintains Neutral on Gilead Sciences, Lowers Price Target to $67'
 'Raymond James Maintains Strong Buy on Gilead Sciences, Raises Price Target to $86']",3,0
2015-08-26,SLB,0,1,54.28,51666.169999999875,[],3,-1
2015-08-26,GILD,0,1,74.34,51591.82999999988,[],3,0
2015-08-26,KR,0,1,28.18,51563.64999999988,[],3,0
2015-08-26,AVGO,0,1,8.57,51555.07999999988,[],3,0
2015-08-27,GILD,0,1,76.1,51478.97999999988,['Gilead Sciences and Elton John AIDS Foundation to Partner to Positively Impact People Affected with HIV'],3,0
2015-08-27,KR,0,1,29.2,51449.77999999988,"[""'Fast Money Halftime Report' Picks For September 26""]",3,0
2015-08-27,SLB,0,1,54.12,51395.65999999988,[],3,0
2015-08-27,MDT,0,1,57.5,51338.15999999988,['Attention Biotech Investors: Mark Your Calendar For These October PDUFA Dates'],3,0
2015-08-27,XLU,0,1,30.9,51307.25999999988,[],3,0
2015-08-27,JD,0,1,24.03,51283.22999999988,['Shares of several healthcare companies are trading lower in sympathy with the overall market on continued fears of a recession amid a weak ADP jobs report. There is also uncertainty in the market over the upcoming U.S.-China meeting next week.'],3,0
2015-08-27,AVGO,0,1,9.17,51274.05999999988,"['Gilead To Report Q3 Earnings On Thurs., Oct. 24, 2019 After Market Close'
 'Gilead, Galapagos Report Efficacy, Safety Results Of Filgotinib Through 52 Weeks In FINCH 1, 3 Studies In RA'
 'Gilead Sciences Option Alert: Fri $62.5 Calls Sweep (91) near the Ask: 983 @ $0.391 vs 359 OI; Earnings 10/24 After Close Ref=$62.4786']",3,1
2015-08-28,GILD,0,1,75.07,51198.98999999988,"['The Daily Biotech Pulse: Therapix Extends Merger Deadline, Five Prime Restructures, Gilead-Galapagos Rheumatism Drug Readout'
 'Shares of several healthcare companies are trading higher after President Trump made positive remarks on the U.S.-China trade talks as traders grew more optimistic over the possibility of a limited trade deal. Trump is scheduled to meet with Chinese Vice Premier Liu He at the White House today.']",3,0
2015-08-28,JD,0,1,23.84,51175.149999999885,['Earnings Season Kicks Into Full Gear In Round 3 Of The WeTrader Competition'],3,0
2015-08-28,KR,0,1,29.09,51146.05999999989,"['Gilead Falls On Uninspiring Q3 Print: 3 Analyst Takes'
 ""UPDATE: Raymond James Maintains Strong Buy On Gilead, Lowers Target To $81 Notes 'our investment thesis is admittedly drifting'; Doesn't 'think Biktarvy + PrEP + Yescarta are enough anymore to drive growth in the face of continued pressure on HCV'""
 ""UPDATE: Raymond James On Gilead Notes 'therefore filgotinib and M&A will need to be the main growth drivers going forward';'both can be and while the base business doesn't look like a major growth business to us anymore on net, it is still stable', Huge""
 ""Benzinga's Top Upgrades, Downgrades For October 25, 2019""
 '10 Biggest Price Target Changes For Friday'
 'Oppenheimer Maintains Outperform on Gilead Sciences, Lowers Price Target to $80'
 'Hearing Dealreporter Says Gilead Could Be Eyeing Intercept Pharma'
 'The Daily Biotech Pulse: Melinta Crosses FDA Hurdle But Sees Liquidity Pushback, Positive Readout For Aclaris Wart Drug'
 'Maxim Downgrades Gilead To Hold, Lowers Price Target To $66'
 'Raymond James Maintains Strong Buy on Gilead Sciences, Lowers Price Target to $81'
 'Gilead Sciences shares are trading lower after the company reported worse-than-expected Q3 sales results. The company also narrowed its FY19 sales guidance below analyst estimates.'
 'Maxim Group Downgrades Gilead Sciences to Hold'
 'BMO Capital Maintains Outperform on Gilead Sciences, Lowers Price Target to $81']",3,0
2015-08-28,SLB,0,1,55.46,51090.59999999989,[],3,0
2015-08-28,AVGO,0,1,9.56,51081.03999999989,"['Gilead Sciences shares are trading lower after the company exercised warrants for 2.62 million shares of Galapagos.'
 'Former Google, Pharma Execs Start Ritual-Based Cannabis Company']",3,0
2015-08-28,XLU,0,1,31.04,51049.99999999989,"['Gilead Highlights Presentation Of Data On GS-6207 As Potential Component Of Long-Acting HIV Therapy'
 'Gilead To Present New Data From Viral Hepatitis Research Programs At The Liver Meeting 2019']",3,0
2015-08-28,MDT,0,1,57.25,50992.74999999989,"['Galapagos Says Received Transparency Notice from Gilead; Gilead Holds 25.10% of Galapagos Shares'
 'Gilead Sciences Option Alert: Jan 17 $65 Calls Sweep (87) near the Ask: 4354 @ $1.248 vs 47976 OI; Ref=$62.565']",3,0
2015-08-31,AVGO,0,1,9.64,50983.10999999989,[],3,0
2015-08-31,KR,0,1,28.58,50954.52999999989,[],3,0
2015-08-31,SLB,0,1,56.61,50897.91999999989,[],3,0
2015-08-31,JD,0,1,24.19,50873.72999999989,[],3,0
2015-08-31,MDT,0,1,57.44,50816.289999999884,[],3,0
2015-08-31,XLU,0,1,30.95,50785.33999999989,[],3,0
2015-08-31,GILD,0,1,75.4,50709.939999999886,"['The Daily Biotech Pulse: NewLink Genetics Licenses Ovarian Cancer Dug, Correvio Awaits FDA Verdict'
 'Gilead and Eisai Enter Into Agreement in Japan for the Co-Promotion of the Investigational Rheumatoid Arthritis Therapy Filgotinib, Pending Regulatory Approval']",3,0
2015-09-01,XLU,0,1,30.17,50679.76999999989,[],3,0
2015-09-01,JD,0,1,22.84,50656.92999999989,['Gilead Sciences Option Alert: Feb 21 $70 Calls at the Ask: 5863 @ $0.761 vs 14359 OI; Earnings 2/3 After Close [est] Ref=$64.5295'],3,0
2015-09-01,SLB,0,1,56.73,50600.19999999989,['Flurry Of A-Shares ETF Launches Continues'],3,0
2015-09-01,MDT,0,1,55.06,50545.13999999989,['Getting Contrarian With Emerging Market ETFs'],3,0
2015-09-01,KR,0,1,27.85,50517.28999999989,['How Yuan Policy Affects China ETFs'],3,0
2015-09-01,AVGO,0,1,9.25,50508.03999999989,[],3,0
2015-09-01,GILD,0,1,71.75,50436.28999999989,['China Stock Markets Trading Higher'],3,0
2015-09-02,JD,0,1,22.9,50413.38999999989,['China Markets Down; Yuan Drops To Near Eight-Year Low'],3,0
2015-09-02,AVGO,0,1,9.3,50404.08999999989,['China Stock Markets Trade Mixed'],3,0
2015-09-02,SLB,0,1,57.76,50346.329999999885,[],3,0
2015-09-02,KR,0,1,28.12,50318.20999999988,['China Markets Slightly Lower; Yuan Slides Against US Dollar'],3,0
2015-09-02,MDT,0,1,55.1,50263.109999999884,['China Stock Markets Trading Higher'],3,0
2015-09-02,GILD,0,1,72.6,50190.509999999886,['Chinese Stock Markets Move Higher'],3,0
2015-09-02,XLU,0,1,29.88,50160.62999999989,['China Markets Edge Higher; Yuan Down Against Dollar'],3,0
2015-09-03,GILD,0,1,73.64,50086.98999999989,['China Stock Markets Trading Higher'],3,0
2015-09-03,SLB,0,1,57.38,50029.60999999989,"[""China's Shanghai Index Down Ahead Of Key OPEC Meeting""]",3,0
2015-09-03,JD,0,1,22.61,50006.99999999989,['Chinese Markets Rise After OPEC Deal'],3,0
2015-09-03,AVGO,0,1,9.55,49997.44999999989,['China Stock Markets Open Lower'],3,0
2015-09-03,MDT,0,1,56.22,49941.22999999989,[],3,0
2015-09-03,KR,0,1,28.48,49912.74999999988,['China Markets Edge Higher; Yuan Gains Against Dollar'],3,0
2015-09-03,XLU,0,1,29.63,49883.119999999886,[],3,0
2015-09-04,AVGO,0,1,9.23,49873.88999999988,['China Stocks Trade Slightly Higher'],3,0
2015-09-04,GILD,0,1,70.91,49802.97999999988,"['China Stocks Edge Lower Following Trade Data'
 'China Stocks Gain Following Consumer Price Index']",3,0
2015-09-04,MDT,0,1,53.65,49749.32999999988,[],3,0
2015-09-04,JD,0,1,21.78,49727.54999999988,['China Stocks Tumble; Shanghai Composite Index Down Over 2%'],3,-1
2015-09-04,XLU,0,1,29.59,49697.95999999988,['China Markets Open Lower; U.S. Fed Meeting In Focus'],3,0
2015-09-04,SLB,0,1,56.61,49641.34999999988,[],3,0
2015-09-04,KR,0,1,28.11,49613.23999999988,[],3,0
2015-09-08,XLU,0,1,29.69,49583.54999999988,[],3,0
2015-09-08,KR,0,1,28.4,49555.14999999988,['Tips For China ETF Selection'],3,0
2015-09-08,SLB,0,1,56.73,49498.419999999875,[],3,0
2015-09-08,GILD,0,1,72.88,49425.53999999988,[],3,0
2015-09-08,MDT,0,1,54.81,49370.72999999988,[],3,0
2015-09-08,JD,0,1,21.85,49348.87999999988,[],3,0
2015-09-08,AVGO,0,1,9.55,49339.32999999988,[],3,0
2015-09-09,GILD,0,1,74.54,49264.78999999988,[],3,0
2015-09-09,SLB,0,1,57.01,49207.779999999875,[],3,0
2015-09-09,AVGO,0,1,9.91,49197.86999999987,[],3,0
2015-09-09,XLU,0,1,30.12,49167.74999999987,[],3,0
2015-09-09,JD,0,1,22.5,49145.24999999987,[],3,1
2015-09-09,MDT,0,1,55.45,49089.79999999987,[],3,0
2015-09-09,KR,0,1,28.97,49060.82999999987,['This China ETF Is Closing'],3,0
2015-09-10,SLB,0,1,56.17,49004.65999999987,[],3,0
2015-09-10,KR,0,1,28.22,48976.43999999987,[],3,0
2015-09-10,XLU,0,1,29.66,48946.77999999987,[],3,0
2015-09-10,JD,0,1,22.23,48924.549999999865,[],3,0
2015-09-10,MDT,0,1,54.28,48870.269999999866,[],3,0
2015-09-10,AVGO,0,1,9.78,48860.48999999987,[],3,0
2015-09-10,GILD,0,1,72.99,48787.49999999987,[],3,0
2015-09-11,XLU,0,1,29.58,48757.91999999987,[],3,0
2015-09-11,MDT,0,1,54.38,48703.53999999987,[],3,0
2015-09-11,SLB,0,1,55.36,48648.17999999987,[],3,0
2015-09-11,KR,0,1,30.66,48617.519999999866,[],3,1
2015-09-11,JD,0,1,21.87,48595.64999999986,[],3,0
2015-09-11,AVGO,0,1,9.76,48585.88999999986,[],3,0
2015-09-11,GILD,0,1,75.0,48510.88999999986,[],3,0
2015-09-14,GILD,0,1,77.14,48433.74999999986,[],3,0
2015-09-14,MDT,0,1,54.36,48379.38999999986,[],3,0
2015-09-14,KR,0,1,30.54,48348.84999999986,[],3,0
2015-09-14,JD,0,1,21.32,48327.52999999986,['Risk And Breadth Mixed' 'Fast Money Picks For March 16'],3,0
2015-09-14,XLU,0,1,29.95,48297.57999999986,[],3,0
2015-09-14,AVGO,0,1,10.09,48287.48999999987,['ETF Investors Are Still Hungry For Corporate Bonds'],3,0
2015-09-14,SLB,0,1,55.3,48232.189999999864,['Fast Money Picks For June 5'],3,0
2015-09-15,SLB,0,1,55.21,48176.979999999865,"[""Tim Anderson On Potential Junk Bond Bubble: 'There Will Be Isolated Write Downs, But Similar To Meredith Whitney's Call On Municipal Finance Years Ago'""]",3,0
2015-09-15,KR,0,1,30.67,48146.30999999987,[],3,0
2015-09-15,XLU,0,1,29.95,48116.35999999987,"[""Why The Next High-Yield Crash 'Will Be Ugly'""]",3,0
2015-09-15,JD,0,1,22.04,48094.31999999987,[],3,0
2015-09-15,MDT,0,1,53.68,48040.63999999987,['Is Carl Icahn Right About The High-Yield Market?'],3,0
2015-09-15,AVGO,0,1,10.06,48030.57999999987,['Are You Investing In Bonds?'],3,0
2015-09-15,GILD,0,1,77.13,47953.44999999987,['An Alternative For Sticking With Junk Bond ETFs'],3,0
2015-09-16,GILD,0,1,78.02,47875.42999999988,['Plenty Of Good Reasons To Consider This High-Yield ETF'],3,0
2015-09-16,XLU,0,1,30.16,47845.26999999987,['Fast Money Picks For August 31'],3,0
2015-09-16,AVGO,0,1,10.22,47835.04999999987,['Fast Money Picks For September 29'],3,0
2015-09-16,MDT,0,1,54.3,47780.74999999987,"[""Carl Icahn On CNBC Says 'we are really in a bubble'""
 'Carl Icahn on CNBC Now'
 'JNK, HYG High-Yield ETFs Trading On Session Lows Ahead Of Icahn Interview On CNBC']",3,0
2015-09-16,JD,0,1,23.05,47757.699999999866,['October Rally Has ETF Shorts Scrambling To Cover'],3,1
2015-09-16,SLB,0,1,55.92,47701.77999999987,['Junk Bond ETFs: Old Black Is The New Black Again'],3,0
2015-09-16,KR,0,1,30.65,47671.12999999987,['A Different ETF Avenue To Junk Bond ETFs'],3,0
2015-09-17,XLU,0,1,30.29,47640.839999999866,"[""HYG/JNK Bond ETFs Sliding Sharply Following Chair Yellen Comments Regarding Third Avenue's 'abnormal liquidation'""
 ""UPDATE: El-Erian Says 'drama in the high yield market is notable in reminding us of three things that are of broader relevance'""
 ""The Seasonal Trade You're Not Thinking Of But Should Be""
 'Dan Nathan Sees Unusual Options Activity In iShares iBoxx $ High Yid Corp Bond (ETF)']",3,0
2015-09-17,AVGO,0,1,10.04,47630.799999999865,['Too Much Of These Sectors Is Hurting Junk Bond ETFs'],3,0
2015-09-17,JD,0,1,23.9,47606.89999999986,['A Post-Fed Corporate Bond ETF Idea'],3,0
2015-09-17,KR,0,1,30.53,47576.369999999864,"['Is Santa Warming Up The Kringle 3,000 For A Christmas Rally?']",3,0
2015-09-17,SLB,0,1,57.38,47518.98999999987,['Bond Investors: What To Watch For Next Year'],3,0
2015-09-17,MDT,0,1,54.72,47464.269999999866,[],3,0
2015-09-17,GILD,0,1,78.13,47386.13999999987,"[""Technical Take: Digging Into Gartman's Bear Market Call""]",3,0
2015-09-18,KR,0,1,30.53,47355.60999999987,['3 Charts Every Investor Must See' 'Size Matters With Junk Bond ETFs'],3,0
2015-09-18,AVGO,0,1,9.81,47345.79999999987,"[""3 Bond ETFs That Didn't Get The Rate Hike Boost Many Expected""]",3,0
2015-09-18,XLU,0,1,30.66,47315.13999999987,"['This Merrill Lynch Chart Perfectly Highlights The Cumulative Drip Of Fund Flowing Out Of EM Debt, HY, And REITS']",3,0
2015-09-18,SLB,0,1,55.74,47259.39999999987,"['Divergences Between Equities, High-Yield Bond ETFs']",3,0
2015-09-18,GILD,0,1,77.24,47182.15999999987,"[""Morgan Stanley Likes Investment Grade Credit, Says Valuations 'Rarely Cheaper'""]",3,0
2015-09-18,MDT,0,1,54.56,47127.599999999875,"['Mike Khouw Sees Unusual Options Activity In iShares iBoxx $ High Yid Corp Bond (ETF)'
 ""Cramer Says Sell These 'Completely Untouchable' Stocks""]",3,0
2015-09-18,JD,0,1,24.52,47103.07999999988,[],3,0
2015-09-21,XLU,0,1,30.6,47072.47999999988,[],3,0
2015-09-21,GILD,0,1,76.89,46995.58999999988,['Bond ETF Bad Boys Try To Bounce Back'],3,0
2015-09-21,AVGO,0,1,9.8,46985.78999999988,[],3,0
2015-09-21,JD,0,1,24.45,46961.33999999988,['How Much Of An Impact Is Oil Having On Credit Markets?'],3,0
2015-09-21,KR,0,1,30.37,46930.96999999988,"['Boring Bonds Boost ETF Asset Growth'
 'Short Bond ETF? Long FedEx? Fast Money Picks For March 9']",3,0
2015-09-21,SLB,0,1,55.2,46875.76999999988,[],3,0
2015-09-21,MDT,0,1,55.17,46820.59999999988,[],3,0
2015-09-22,XLU,0,1,30.6,46789.99999999988,['High-Yield Bond ETFs Are Hot Again'],3,0
2015-09-22,MDT,0,1,54.17,46735.829999999885,['High Yield ETF Disconnects From NYMEX Futures: Downhill From Here?'],3,0
2015-09-22,JD,0,1,23.14,46712.689999999886,['Strange Price Action In CCC Bonds'],3,0
2015-09-22,SLB,0,1,53.89,46658.79999999989,"['Despite Risks, Investors Flock To Junk Bond ETFs']",3,0
2015-09-22,AVGO,0,1,9.54,46649.259999999886,['The 60/40 Portfolio Strategy May Be Broken For The First Time In History'],3,0
2015-09-22,KR,0,1,29.81,46619.44999999989,[],3,0
2015-09-22,GILD,0,1,73.28,46546.16999999989,"['Icahn Filing Shows Record Net Short Exposure, High Yield Outflows Break Record']",3,0
2015-09-23,JD,0,1,23.26,46522.90999999989,['Be Realistic With Junk Bond ETFs'],3,-1
2015-09-23,GILD,0,1,75.02,46447.88999999989,['Dan Nathan Sees Unusual Options Activity In iShares iBoxx $ High Yid Corp Bond (ETF)'],3,0
2015-09-23,AVGO,0,1,9.53,46438.35999999989,"[""Natixis On Bonds: 'No One Denies A Bond Bubble Boosts The Economy - As Long As It Doesn't Burst'""]",3,0
2015-09-23,KR,0,1,29.89,46408.46999999989,['Robust Liquidity For This High-Yield Bond ETF'],3,0
2015-09-23,SLB,0,1,55.16,46353.30999999989,['Another Milestone For Bond ETFs'],3,0
2015-09-23,XLU,0,1,30.36,46322.94999999989,['Reasons To Stick With Junk Bond ETFs'],3,0
2015-09-23,MDT,0,1,54.66,46268.289999999884,[],3,0
2015-09-24,JD,0,1,22.08,46246.20999999988,['What Do Corporate Credit Ratings Mean For Investors?'],3,0
2015-09-24,GILD,0,1,73.56,46172.649999999885,['Bond ETF Boom Still In Early Innings'],3,0
2015-09-24,KR,0,1,29.54,46143.109999999884,[],3,0
2015-09-24,MDT,0,1,53.73,46089.37999999988,[],3,0
2015-09-24,XLU,0,1,30.43,46058.94999999988,['The Growth Of Bond ETFs Is Staggering'],3,0
2015-09-24,SLB,0,1,53.79,46005.15999999988,[],3,0
2015-09-24,AVGO,0,1,9.48,45995.67999999988,['The Bond Bears Growled In November'],3,0
2015-09-25,SLB,0,1,55.19,45940.489999999874,[],3,0
2015-09-25,GILD,0,1,73.3,45867.18999999987,"['Keep The Yield, Ditch The Volatility With This Bond ETF']",3,0
2015-09-25,KR,0,1,29.68,45837.50999999987,['10 Years Later: A Big Junk Bond ETF Comes Of Age'],3,0
2015-09-25,MDT,0,1,54.21,45783.29999999987,[],3,0
2015-09-25,XLU,0,1,30.74,45752.559999999874,['A Rising Star Among Bond ETFs'],3,0
2015-09-25,JD,0,1,23.38,45729.17999999988,['Advisors Will Fuel Bond ETF Asset Growth'],3,0
2015-09-25,AVGO,0,1,9.62,45719.559999999874,"[""There's A Lot Of Love For Bond ETFs""]",3,0
2015-09-28,MDT,0,1,51.77,45667.78999999988,['Bond Bubble About To Burst?'],3,0
2015-09-28,KR,0,1,29.4,45638.389999999876,[],3,0
2015-09-28,SLB,0,1,53.98,45584.40999999987,[],3,0
2015-09-28,AVGO,0,1,9.62,45574.78999999987,"['Junk Bond ETFs Are Getting Cheaper, Too']",3,0
2015-09-28,JD,0,1,23.25,45551.53999999987,['A Favored Trade Could Be Falling Out Of Favor'],3,0
2015-09-28,XLU,0,1,30.98,45520.55999999987,[],3,0
2015-09-28,GILD,0,1,69.8,45450.759999999864,[],3,0
2015-09-29,KR,0,1,29.3,45421.45999999986,['Senate Plan For Delayed Corporate Tax Cut Shakes The Market'],3,0
2015-09-29,GILD,0,1,67.0,45354.45999999986,['Mike Khouw Sees Unusual Options Activity In The High Yield Bond ETF'],3,0
2015-09-29,MDT,0,1,50.94,45303.51999999986,['Why Investors Got Skittish About Junk Bond ETFs'],3,0
2015-09-29,XLU,0,1,30.89,45272.62999999986,['A Junk Bond ETF For Jittery Investors'],3,0
2015-09-29,AVGO,0,1,9.31,45263.31999999986,['Why You Should Steer Clear Of Junk Bond ETFs'],3,0
2015-09-29,JD,0,1,22.5,45240.81999999986,[],3,0
2015-09-29,SLB,0,1,52.45,45188.369999999864,['This Bond ETF Could Regain Its Angelic Status'],3,0
2015-09-30,AVGO,0,1,9.3,45179.06999999986,[],3,0
2015-09-30,MDT,0,1,52.87,45126.19999999986,['How A Negative Yield Curve Could Impact Your Finances'],3,0
2015-09-30,KR,0,1,29.49,45096.70999999986,['Reconsidering High-Grade Corporate Bond ETFs'],3,0
2015-09-30,XLU,0,1,30.9,45065.80999999986,[],3,0
2015-09-30,SLB,0,1,52.2,45013.60999999986,['Feel The Love For Junk Bond ETFs'],3,0
2015-09-30,GILD,0,1,69.36,44944.24999999986,[],3,0
2015-09-30,JD,0,1,23.1,44921.14999999986,[],3,0
2015-10-01,AVGO,0,1,9.4,44911.74999999986,[],3,0
2015-10-01,JD,0,1,24.27,44887.479999999865,[],3,0
2015-10-01,XLU,0,1,31.46,44856.019999999866,[],3,0
2015-10-01,SLB,0,1,52.82,44803.199999999866,[],3,0
2015-10-01,KR,0,1,29.6,44773.59999999987,[],3,0
2015-10-01,MDT,0,1,52.38,44721.21999999987,[],3,0
2015-10-01,GILD,0,1,69.43,44651.78999999987,[],3,0
2015-10-02,JD,0,1,24.48,44627.30999999987,[],3,1
2015-10-02,GILD,0,1,67.32,44559.98999999987,[],3,0
2015-10-02,SLB,0,1,50.43,44509.55999999987,[],3,0
2015-10-02,XLU,0,1,31.25,44478.30999999987,[],3,0
2015-10-02,MDT,0,1,52.98,44425.32999999986,[],3,0
2015-10-02,AVGO,0,1,9.16,44416.16999999986,[],3,0
2015-10-02,KR,0,1,29.79,44386.37999999986,[],3,0
2015-10-05,AVGO,0,1,9.47,44376.90999999986,[],3,0
2015-10-05,JD,0,1,26.45,44350.45999999986,['Junk Bond Fund Outflow: Cause For Concern?'],3,0
2015-10-05,SLB,0,1,53.68,44296.77999999986,[],3,0
2015-10-05,XLU,0,1,31.52,44265.259999999864,[],3,0
2015-10-05,KR,0,1,30.5,44234.759999999864,['What The Trade War Means For The Bond Market'],3,0
2015-10-05,MDT,0,1,56.11,44178.64999999986,[],3,0
2015-10-05,GILD,0,1,70.46,44108.189999999864,[],3,0
2015-10-06,SLB,0,1,54.47,44053.71999999986,[],3,0
2015-10-06,XLU,0,1,31.77,44021.949999999866,[],3,0
2015-10-06,KR,0,1,31.17,43990.77999999987,[],3,0
2015-10-06,AVGO,0,1,9.22,43981.55999999987,[],3,0
2015-10-06,GILD,0,1,69.63,43911.92999999987,[],3,0
2015-10-06,MDT,0,1,55.32,43856.60999999987,"['Bond ETFs To Hit $2 Trillion In Five Years, BlackRock Says'
 'Hydrogenics Enters Agreement In Which Atlantis AcquisitionCo Canada Corporation Will Acquire All Outstanding Shares Of Co. For $15/Share In Cash']",3,0
2015-10-06,JD,0,1,26.04,43830.56999999987,[],3,0
2015-10-07,JD,0,1,25.53,43805.03999999987,[],3,0
2015-10-07,MDT,0,1,54.93,43750.10999999987,['Negative-Yield Debt Has Doubled'],3,0
2015-10-07,KR,0,1,30.61,43719.49999999987,[],3,0
2015-10-07,SLB,0,1,56.83,43662.66999999987,['8 Of The Best Investments For Boomers Concerned About Retirement'],3,0
2015-10-07,XLU,0,1,31.65,43631.019999999866,[],3,0
2015-10-07,GILD,0,1,69.05,43561.96999999986,[],3,0
2015-10-07,AVGO,0,1,9.06,43552.909999999865,[],3,0
2015-10-08,GILD,0,1,70.48,43482.42999999986,[],3,0
2015-10-08,JD,0,1,24.87,43457.55999999986,[],3,0
2015-10-08,KR,0,1,30.72,43426.83999999986,[],3,0
2015-10-08,AVGO,0,1,8.97,43417.86999999986,[],3,0
2015-10-08,XLU,0,1,31.49,43386.37999999986,[],3,0
2015-10-08,SLB,0,1,56.72,43329.65999999986,[],3,0
2015-10-08,MDT,0,1,55.11,43274.54999999986,[],3,0
2015-10-09,KR,0,1,31.17,43243.37999999986,[],3,0
2015-10-09,XLU,0,1,31.89,43211.48999999986,[],3,0
2015-10-09,MDT,0,1,56.48,43155.00999999986,[],3,0
2015-10-09,SLB,0,1,58.13,43096.87999999986,[],3,0
2015-10-09,JD,0,1,24.93,43071.94999999986,[],3,0
2015-10-09,GILD,0,1,71.36,43000.58999999986,[],3,0
2015-10-09,AVGO,0,1,8.9,42991.68999999986,[],3,0
2015-10-12,JD,0,1,25.97,42965.719999999856,[],3,0
2015-10-12,GILD,0,1,71.22,42894.499999999854,[],3,0
2015-10-12,AVGO,0,1,8.98,42885.51999999985,[],3,0
2015-10-12,MDT,0,1,56.78,42828.73999999985,[],3,0
2015-10-12,XLU,0,1,31.86,42796.87999999985,[],3,0
2015-10-12,SLB,0,1,57.75,42739.12999999985,[],3,0
2015-10-12,KR,0,1,31.16,42707.96999999985,[],3,0
2015-10-13,MDT,0,1,57.31,42650.65999999985,[],3,0
2015-10-13,JD,0,1,25.7,42624.95999999985,[],3,-1
2015-10-13,KR,0,1,31.27,42593.68999999986,"[""Brean Capital's 12 Chinese E-Commerce Stock Picks""]",3,0
2015-10-13,SLB,0,1,55.9,42537.789999999855,"[""Should Amazon 'Leave' China? This Firm Suggests A Stake In JD To Restructure Operations""]",3,0
2015-10-13,GILD,0,1,69.7,42468.08999999986,[],3,0
2015-10-13,AVGO,0,1,8.88,42459.20999999986,['Pete Najarian Sees Unusual Options Activity In JD.Com'],3,0
2015-10-13,XLU,0,1,32.0,42427.20999999986,"['12 Oppenheimer Analysts Just Picked Their Favorite Stocks'
 'JD.com Launches Equity Crowdfunding Platform']",3,0
2015-10-14,KR,0,1,30.72,42396.48999999986,"['JP Morgan Initiates Coverage on JD.com at Overweight, Announces $42.00 PT'
 'JP Morgan Initiates JD.Com With Overweight' ""Benzinga's Top Initiations""
 ""JP Morgan Sees JD.com As 'Unique Hybrid Ecommerce Platform,' Initiates With Overweight""]",3,0
2015-10-14,SLB,0,1,56.21,42340.27999999986,"[""Benzinga's Top #PreMarket Gainers""]",3,0
2015-10-14,XLU,0,1,32.1,42308.17999999986,[],3,0
2015-10-14,MDT,0,1,56.94,42251.23999999986,"['JD.Com to Purchase $350M of Tuniu Shares'
 'JD.com Reports Q1 Adj Loss/ADS $(0.02); Revenue $5.9B'
 'Tuniu Shares Rise 7% Premarket Following Announcement of Investment by JD.com, Others'
 ""Benzinga's Top #PreMarket Losers""]",3,0
2015-10-14,AVGO,0,1,8.63,42242.60999999986,['Baozun IPO Set Up To Compete For Chinese eCommerce'],3,0
2015-10-14,JD,0,1,24.5,42218.10999999986,[],3,-1
2015-10-14,GILD,0,1,69.32,42148.78999999986,"['Risks For Alibaba, Yahoo And Internet Stocks? Bernstein Just Laid Them Out']",3,0
2015-10-15,GILD,0,1,69.12,42079.66999999986,[],3,0
2015-10-15,SLB,0,1,56.78,42022.88999999986,"['JD.com Betting Big On Fruit, But How Will It Differentiate From Alibaba?']",3,0
2015-10-15,MDT,0,1,56.76,41966.12999999986,['Option Alert: JD.com Jul $35 Call; 2000 Contract Trade at Ask @$1.55'],3,0
2015-10-15,KR,0,1,30.03,41936.09999999986,"[""Benzinga's Top #PreMarket Losers""]",3,0
2015-10-15,AVGO,0,1,9.01,41927.08999999986,[],3,0
2015-10-15,XLU,0,1,32.08,41895.00999999986,"['MKM Bullish On Alibaba'
 ""JD.com Launches 'Japanese Mall' Dedicated to Sales of Japanese Imported Goods""]",3,0
2015-10-15,JD,0,1,23.65,41871.359999999855,['Stocks Hitting 52-Week Highs'],3,0
2015-10-16,AVGO,0,1,9.31,41862.04999999986,['Etsy Shares Rising After Tiger Global Stake'],3,0
2015-10-16,XLU,0,1,32.45,41829.59999999986,['Option Alert: JD.com Jul $37 Call; 1000 Contract Trade above Ask @$1.83; Now $36.98'],3,0
2015-10-16,MDT,0,1,57.79,41771.80999999986,['China to Permit Foreign Ownership of Some E-Commerce Businesses -Xinhua'],3,0
2015-10-16,SLB,0,1,57.07,41714.73999999986,"['15 Billion-Dollar Companies With Negative Net Earnings'
 ""JD.com Launches 'Australian Mall' Platform to Bring Authentic, Australian Products to China""]",3,0
2015-10-16,GILD,0,1,71.84,41642.89999999986,[],3,0
2015-10-16,KR,0,1,30.46,41612.439999999864,"['Morning Market Losers' ""Benzinga's Top #PreMarket Losers""]",3,0
2015-10-16,JD,0,1,23.93,41588.509999999864,['Chinese ADRs Are Crashing On Tuesday'],3,0
2015-10-19,KR,0,1,30.73,41557.77999999986,"[""Benzinga's Top #PreMarket Losers""]",3,0
2015-10-19,GILD,0,1,72.32,41485.45999999986,[],3,0
2015-10-19,XLU,0,1,32.44,41453.01999999986,"[""Summit Research Discusses Alibaba's 'Last Mile' Strategy""
 ""An 'Excellent' Entry Point For Chinese E-Commerce Stocks""]",3,0
